repo,Country,Postal Code,State,University,altfooter,audience,auto-migrated,city,code_repositories,country,currency,dates,displaytext,download_links,headerimage,lang,layout,leaders,leaders_list,level,license,maintenance,meeting-plaform,meeting-platform,meetup,meetup group,meetup-group,order,permalink,pitch,postal-code,pricing,project,project_classification,redirect_from,ref,region,sidebar_type,site_side,social_facebook,social_linkedin,social_meetup,social_twitter,social_youtube,spnews,state,tabtext,tag,tags,title,type,url,video1,video2
OWASP/www-project-secureflag-open-platform,,,,,,✔,,,,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-jvmxray,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/www-project-pygoat,,,,,,✔,,,✔,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,✔,,,,,,,,,,,✔,✔,,,,
OWASP/www-project-core-business-application-security,,,,,,✔,,,,,,,,,,,✔,,✔,✔,✔,,,,,,,,,✔,,,,✔,,,,✔,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-istanbul,,,,,,,,,✔,✔,,,,,,,✔,,✔,,,,,,,,✔,,,,,,,,,,✔,,,,,✔,✔,,,,,,✔,✔,,,,
OWASP/www-chapter-tehran,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-guadalajara,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-baghdad,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-harare,,,,,,,,,,,,,,,,,✔,,,,,,,,,,✔,,,,,,,,,,✔,,,,,✔,,,,,,,,✔,,,,
OWASP/www-chapter-maribor,,,,,,,,,,✔,,,,,,,✔,,✔,,,,,,,,✔,,,,,,,,,,✔,,,,,✔,✔,,,,,,✔,✔,,,,
OWASP/www-chapter-mombasa,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,✔,,,,,✔,,,,,,✔,,✔,,,,
OWASP/www-project-cyber-controls-matrix,,,,,,✔,,,,,,,,,,,✔,,,✔,,,,,,,,,,✔,,,,✔,,,,✔,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-access-log-parser,,,,,,,,,✔,,,,,✔,,,✔,,✔,✔,✔,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-winfim.net,,,,,,,,,,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-dpd,,,,,,✔,,,,,,,,,,,✔,,✔,✔,✔,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-devsecops-guideline,,,,,,✔,,,✔,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,,,,,✔,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-cyber-security-enterprise-operations-architecture,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-mayiladuthurai,,,,,✔,,,,,✔,✔,,,,,,✔,,,✔,,,,,,,✔,,,,✔,,,,,,✔,,✔,,,✔,,,,,,,✔,✔,,,,
OWASP/www-chapter-aligarh,,,,,,,,,,✔,,,,,,,✔,,,,,,,,,,✔,,,,,,,,,,✔,,,,,✔,,,,,,,✔,✔,,,,
OWASP/www-chapter-erode,,,,,,,,,,✔,,,,,,,✔,,,,,,,,,,✔,,,,,,,,,,✔,,,,,,✔,,,,,,✔,✔,,,,
OWASP/DevSecOpsGuideline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWASP/www-OLD-chapter-peshawar,,,,,,,,,,✔,,,,,,,✔,,,,,,,,,,✔,,,,,,,,,,✔,,,,,✔,,,,,,,✔,✔,,,,
OWASP/www-event-appsecdays,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,,,,
OWASP/RedTeamToolkit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWASP/www-event-2020-06-virtual,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,,,,
OWASP/www-event-2020-07-virtual,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,,,,
OWASP/www-event-2020-08-virtual,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,,,,
OWASP/www-project-drill,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/www-project-android-security-inspector-toolkit,,,,,,✔,,,,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,✔,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-borox-toledo,,,,,,,,,,,,,,,,,✔,,,✔,,,,,,,✔,,,,✔,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/www-project-kubernetes-security-testing-guide,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,✔,,,,,,,,,,,✔,✔,,,,
OWASP/threat-dragon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWASP/threat-dragon-core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWASP/www-chapter-georgetown,,,,,✔,,,,,,,,,,,,✔,,,,,,,,,,✔,,,,,,,,,,✔,,,,,✔,,,,,,,✔,✔,,,,
OWASP/threat-dragon-desktop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWASP/www-chapter-lagos,,,,,,,,,,✔,,,,,,,✔,,✔,✔,,,,,,,✔,,,,✔,,,,,,✔,,,,✔,✔,✔,,,,,,✔,✔,,,,
OWASP/www-chapter-kuala-lumpur,,,,,,,,,,✔,,,,,,,✔,,,✔,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/kstg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWASP/www-project-security-resource-framework,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-dubai,,,,,,,,,,✔,,,,,,,✔,,✔,,,,,,,,✔,,,,,,,,,,✔,,,,,✔,,,,,,,✔,✔,,,,
OWASP/www-event-chapters-all-day,,,,,,,,,,,,✔,,,,,✔,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/zeppelin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWASP/www-chapter-jeddah-old,,,,,,,✔,,,,,,,,,,✔,,,✔,,,,,,,✔,,,,,,,,,,✔,,,,,✔,,,,,,,✔,✔,,,,
OWASP/www-chapter-kanpur,,,,,,,,,,✔,✔,,,,,,✔,,✔,,,,,,,,✔,,,,,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/www-project-mitm-guard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWASP/www-chapter-abidjan,,,,,,,,,,,,,,,,,✔,,,✔,,,,,,,✔,,,,,,,,,,✔,,,,,✔,,,,,,,✔,✔,,,,
OWASP/www-project-watiqay,,,,,,✔,,,,,,,,✔,,,✔,,✔,,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/watiqay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWASP/www-project-cloud-native-security-project,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-big-data,,,,,,,,,,,,,,,,,✔,,✔,✔,✔,,,,,,,,,✔,,,,,,,,,,,,,✔,,,,,,✔,✔,✔,,,
OWASP/www-project-security-qualitative-metrics,,,,,,,,,,,,,,,,,✔,,✔,✔,✔,,,,,,,,,✔,,,✔,✔,,,,,✔,,,,,,,,,,✔,✔,✔,,,
OWASP/www-chapter-chania,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-adelaide,,,,,,,,,,✔,,,,,,,✔,,,✔,,,,,,,✔,,,,,,,,,,✔,,,,,✔,,,,,,,✔,✔,,,,
OWASP/www-chapter-namakkal,,,,,,,,,✔,✔,,,,,,,✔,,,,,,,,,,✔,,,,,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/cwe-sdk-javascript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWASP/www-committee-chapter,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/cwe-tool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWASP/www-chapter-nit-tiruchirapalli,,,,,,,,,,✔,,,,,,,✔,,,✔,,,,,,,✔,,,,,,,,,,✔,,,,,✔,,,,,,,✔,✔,,,,
OWASP/www-chapter-jaipur,,,,,,,,,,✔,,,,,,,✔,,,✔,,,,,,,✔,,,,✔,,,,,,✔,,,,,✔,,,,,,,✔,✔,,,,
OWASP/www-project-cwe-toolkit,,,,,,✔,,,✔,,,,,,,,✔,,✔,✔,✔,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-board,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-taiwan,,,,,,,,,,✔,,,,,,,✔,,✔,✔,,,,,,,✔,,,,,,,,,,✔,,,✔,,✔,,,,,,,✔,✔,,,,
OWASP/www-chapter-tiruvallur,,,,,,,,,,✔,,,,,,,✔,,✔,✔,,,,,,,✔,,,,,,,,,,✔,,,,,✔,,,,,,,✔,✔,,,,
OWASP/www-event-appsecil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWASP/www-chapter-iasi,,,,,,,,,,,,,,,,,✔,,,,,,,,,,✔,,,,,,,,,,✔,,,✔,,✔,,,,,,,✔,✔,,,,
OWASP/wrongsecrets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWASP/www-committee-education-and-training,,,,,,,,,,,,,,,,,✔,,✔,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/www-project-cyber-scavenger-hunt,,,,,,✔,,,✔,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-cloud-security-testing-guide,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/www-project-asvs-graph,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-awscanner,,,,,,✔,,,✔,,,,,✔,,,,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-sectudo,,,,,,,,,✔,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/www-project-torbot,,,,,,,,,✔,,,,,✔,,,✔,,,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/awscanner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWASP/www-project-securebank,,,,,,✔,,,✔,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,✔,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-ontology-driven-threat-modeling-framework,,,,,,,,,✔,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/OdTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWASP/www-project-damn-vulnerable-thick-client-application,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/Cyber-Scavenger-Hunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWASP/www-chapter-croatia,,,,,,,,,,✔,,,,,,,✔,,✔,,,,,,,,✔,,,,,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/www-board-candidates,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,,,,
OWASP/www-project-apicheck,,,,,,✔,,,✔,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,✔,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-chapter-the-northcap-university,,,,,,,,,,✔,,,,,,,✔,,,,,,,,,,✔,,,,✔,,,,,,✔,,,,,✔,,,,,,,,✔,,,,
OWASP/apicheck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWASP/www-chapter-gudalur,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-sastra-university,,,,,,,,,,✔,,,,,,,✔,,✔,,,,,,,,✔,,,,,,,,,,✔,,,✔,✔,,✔,,,,,,✔,✔,,,,
OWASP/www-chapter-university-of-washington,,,,,✔,,,,,✔,,,,,,,✔,,✔,,,,,,,,✔,,,,✔,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/security-pins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWASP/www-project-snow,,,,,,✔,,,✔,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/ASST,,,,,,,,,✔,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-threat-and-safeguard-matrix,,,,,,,,,,,,,,✔,,,✔,,,✔,,,,,,,,,,,,,,✔,,,,,,,✔,,,,,,,,✔,✔,✔,,,
OWASP/mas-crackmes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWASP/www-project-threat-modeling-playbook,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,✔,✔,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-committee-project,,,,,✔,,,,,,,,,,,,✔,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-thoothukudi,,,,,,,,,,,,,,,,,✔,,,,,,,,,,✔,,,,,,,,,,✔,,,,,✔,,,,,,,✔,✔,,,,
OWASP/www-project-secure-logging-benchmark,,,,,,✔,,,,,,,,,,,✔,,✔,✔,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,✔,✔,✔,✔,,
OWASP/www-project-androgoat,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-santa-rita-do-sapucai,,,,,,,,,,,,,,,,,✔,,,,,,,,,,✔,,,,,,,,,,✔,,,,,✔,,,,,,,,✔,,,,
OWASP/www-chapter-zacatecas,,,,,,,,,,,,,,,,,✔,,,,,,,,,,✔,,,,,,,,,,✔,,,✔,,✔,✔,✔,,,,,✔,✔,,,,
OWASP/www-project-scan-it,,,,,,,,,,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-moncton,,,,,,,,,,,,,,,,,✔,,,,,,,,,,✔,,,,,,,,,,✔,,,,✔,✔,,,,,,,✔,✔,,,,
OWASP/www-project-forensics-testing-guide,,,,,,✔,,,,,,,,✔,,,✔,,,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/www-project-joomscan,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-brasov,,,,,,,,,,✔,,,,,,,✔,,,✔,,,,,,,✔,,,,✔,,,,,,✔,,,,,✔,,,,,,,✔,✔,,,,
OWASP/www-chapter-san-jose,,,,,,,,,,✔,,,,,,,✔,,,,,,,,,,✔,,,,,,,,,,✔,,,✔,✔,✔,,,,,,,✔,✔,,,,
OWASP/www-chapter-sri-lanka-institute-of-information-technology,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-kakinada,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,✔,,,,,✔,,,,,,,✔,✔,,,,
OWASP/www-chapter-fukuoka,,,,,,,,,,✔,,,,,,,✔,,✔,,,,,✔,,,,,,,,,,,,,✔,,,✔,,,✔,,,,,,✔,✔,,,,
OWASP/www-chapter-indian-institute-of-technology-patna,,,,,,,,,,✔,,,,,,,✔,,✔,,,,,,,,✔,,,,✔,,,,,,✔,,,,,✔,,,,,,,✔,✔,,,,
OWASP/www-project-cyber-defense-framework,,,,,,✔,,,,,,,,,,,✔,,,✔,,,,,,,,,,✔,,,,,,,,✔,,,✔,,,,,,,,✔,✔,,,,
OWASP/www-chapter-irbid,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/www-event-2021-lightning,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,,,,
OWASP/www-project-mobile-audit,,,,,,✔,,,✔,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,,,,,,✔,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-blockchain-distributed-infrastructure,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/www-event-2021-training,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,✔,,,,
OWASP/www-project-cloudsheep,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/www-project-vulnerable-container-hub,,,,,,✔,,,✔,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-crapi,,,,,,,,,,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-application-gateway,,,,,,✔,,,✔,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/cornucopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWASP/www-event-2021-brain-break,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,,,,
OWASP/www-project-laravel-goat,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/www-event-2021-call-to-battle,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,,,,
OWASP/www-chapter-jodhpur,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/www-project-damn-vulnerable-web-sockets,,,,,,✔,,,✔,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,,,,,,✔,,,✔,,✔,,,,,,✔,✔,,,,
OWASP/www-chapter-nairobi,,,,,,,,,,✔,,,,,,,✔,,✔,,,,,,,,✔,,,,,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/mitm_guard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWASP/www-project-purpleteam,,,,,✔,✔,,,✔,,,,,,,,✔,,✔,✔,✔,,,,,,,,,✔,,,,✔,,,,✔,✔,,,,,,,,,,✔,✔,✔,,,
OWASP/www-chapter-grand-rapids,,,,,,,,,,,,,,,,,✔,,,,,,,,,,✔,,,,,,,,,,✔,,,,,✔,,,,,,,✔,✔,,,,
OWASP/www-chapter-queretaro-city,,,,,,,,,,,,,,,,,✔,,,,,,,,,,✔,,,,,,,,,,✔,,,,,✔,,,,,,,✔,✔,,,,
OWASP/www-project-enterprise-devsecops,,,,,,✔,,,,,,,,✔,,,✔,,,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-open-appsec-tooling-api,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/www-project-how-to-get-into-appsec,,,,,,✔,,,,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,✔,,,,,,,✔,,,,
OWASP/www-project-spotlight-series,,,,,,✔,,,✔,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-desktop-app-security-top-10,,,,,,✔,,,✔,,,,,,,,✔,,✔,✔,✔,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-chapter-sagar-institute-of-science-and-technology,,,,,✔,,,,,✔,,,,,,,✔,,,,,,,,,,✔,,,,✔,,,,,,✔,,✔,,,✔,,,,,,,,✔,,,,
OWASP/www-project-injectbot,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-saitama,,,,,,,,,,✔,,,,,,,✔,,✔,,,,,✔,,,,,,,,,,,,,✔,,,✔,,,✔,,,,,,✔,✔,,,,
OWASP/www-project-top-10-client-side-security-risks,,,,,,✔,,,,,,,,,,,✔,,✔,✔,✔,,,,,,,,,✔,,,✔,✔,,,,✔,✔,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-cybersecurity-risk-register,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/www-project-financial-systems-security,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-tiruvannamalai,,,,,,,,,,✔,,,,,,,✔,,,,,,,,,,✔,,,,,,,,,,✔,,,,,✔,,,,,,,✔,✔,,,,
OWASP/www-chapter-boise,,,,,,,,,,✔,,,,,,,✔,,✔,,,,,,,,✔,,,,,,,,,,✔,,,,,✔,,✔,,,,,✔,✔,,,,
OWASP/crAPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWASP/cloudsheep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWASP/www-event-2021-20th-Anniversary,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,,,,
OWASP/www-event-2021-Global-AppSecUSA,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,,,,
OWASP/www-chapter-belem,,,,,,,,,,✔,,,,,,,✔,,✔,✔,,,,,,,✔,,,,,,,,,,✔,,,,,✔,,,,,,,✔,✔,,,,
OWASP/www-chapter-vilnius,,,,,,,,,,✔,,,,,,,✔,,✔,✔,,,,,,,✔,,,,✔,,,,,,✔,,,,,✔,,,,,,,✔,✔,,,,
OWASP/www-chapter-warangal,,,,,,,,,,,,,,,,,✔,,,,,,,,,,✔,,,,,,,,,,✔,,,,,✔,,,,,,,,✔,,,,
OWASP/www-chapter-national-institute-of-technology-rourkela,,✔,,,,,,,,✔,,,,,,,✔,,,✔,,,,,,,✔,,,,,,,,,,✔,,,,✔,,,✔,,,,,✔,✔,✔,,,
OWASP/www-chapter-bochum,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-athens,,,,,,,,,✔,✔,,,,,,,✔,,✔,,,,,,,,✔,,,,,,,,,,✔,,,✔,✔,✔,✔,,,,,,✔,✔,,,,
OWASP/www-board-eu,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/www-project-penetration-testing-kit,,,,,,✔,,,✔,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,✔,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-vulnerability-management-center,,,,,,✔,,,,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,✔,,✔,,,✔,,,,,,✔,✔,,,,
OWASP/www-project-appsec-minimum-requirements,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/www-project-security-culture,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,✔,,,,,,,,,✔,,,,✔,,,,✔,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-board-au,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/www-project-developer-outreach-program,,,,,,✔,,,✔,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/www-event-2021-appsecdays-dev-sec-summit,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,,,,
OWASP/www-event-2021-latam-at-home,,,,,,,,,,,,,,,,✔,✔,,,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,✔,,✔,✔,,,,
OWASP/www-project-vulnerableapp-facade,,,,,,✔,,,✔,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,✔,,,,,,,,,,,✔,✔,✔,,,
